ID,Pressure,Sack,SnapToThrowTime,Down,ToGo,TotalToGo,Formation,EPA,PasserStrength,BlockerStrength,DefenderStrength
15120,0,0,2.9,2,2,67,3-4,-0.15792900000000001,0.046262635908784364,0.03505915318377486,0.02844777024672514
15121,1,0,2.8,1,10,64,3-4,1.182469,0.046262635908784364,0.03505915318377486,0.02844777024672514
15125,1,1,2.1,3,3,76,4-3,-1.713688,0.046262635908784364,0.03505915318377486,0.013687946549532218
15134,1,0,3.333,3,6,76,4-3,-4.169785,0.0047349631703156175,0.02302469421656119,0.028783243235032945
15151,1,0,2.6,2,4,57,4-3,1.023482,0.046262635908784364,0.03505915318377486,0.021417513980665923
15152,1,0,3.333,1,10,40,4-3,0.516823,0.046262635908784364,0.03505915318377486,0.021417513980665923
15153,1,0,5.033,1,10,30,4-3,-0.44468,0.046262635908784364,0.03505915318377486,0.021417513980665923
15162,1,0,3.5,2,10,47,3-4,-0.870235,0.0047349631703156175,0.02302469421656119,0.04277451679430607
15163,1,1,2.767,3,10,47,3-4,-1.608228,0.0047349631703156175,0.02302469421656119,-0.001395039858281665
15167,0,0,3.4,1,10,62,3-4,-0.582421,0.0047349631703156175,0.02302469421656119,0.023484298834252043
15168,1,0,2.6,2,10,62,3-4,2.035533,0.0047349631703156175,0.02302469421656119,0.024022406673695734
15170,0,0,2.433,2,3,28,3-4,0.411682,0.0047349631703156175,0.02302469421656119,0.024022406673695734
15175,0,0,2.233,3,19,21,3-4,-4.041697,0.0047349631703156175,0.02302469421656119,0.0480030516755318
15182,0,0,1.7,1,10,75,3-4,1.054999,0.0190038838273121,0.03571259919820818,0.016637044331827684
15191,0,0,2.8,2,9,74,3-4,0.224857,0.043873864767647694,0.02810589110109188,0.006033343090188551
15192,0,0,2.167,3,2,67,0-0,-1.424583,0.043873864767647694,0.02810589110109188,0.02389426574041603
15194,0,0,3.1,2,5,76,3-4,1.291631,0.0190038838273121,0.03571259919820818,0.021713801299217135
15208,1,0,4.2,3,2,67,3-4,-1.424583,0.043873864767647694,0.02810589110109188,0.007387900371890549
15210,0,0,3.133,2,7,66,4-3,-0.85351,0.0190038838273121,0.03571259919820818,0.014919168208767902
15211,1,1,2.267,3,7,66,3-4,-1.71683,0.0190038838273121,0.03571259919820818,0.025265348311517673
15217,0,0,2.4,3,6,59,3-4,1.577159,0.043873864767647694,0.02810589110109188,0.011021197723115467
15218,0,0,2.667,1,10,49,3-4,0.604905,0.043873864767647694,0.02810589110109188,0.0060477078552670215
15219,0,0,2.967,1,25,51,3-4,0.296652,0.043873864767647694,0.02810589110109188,0.004348443826366951
15220,0,0,2.967,2,15,41,3-4,-0.137505,0.043873864767647694,0.02810589110109188,0.0060477078552670215
15221,1,0,3.067,3,9,35,3-4,1.791077,0.043873864767647694,0.02810589110109188,0.011021197723115467
15227,0,0,1.5,1,10,75,3-4,-0.063134,0.0190038838273121,0.03571259919820818,0.023126255627584875
15229,1,1,2.667,3,3,68,3-4,-1.990106,0.0190038838273121,0.03571259919820818,0.028234856130241827
15231,1,0,3.633,2,5,58,0-0,0.185975,0.043873864767647694,0.02810589110109188,0.009114676619820275
15233,0,0,2.9,1,10,51,3-4,-0.501426,0.043873864767647694,0.02810589110109188,0.017305256244487206
15235,0,0,2.2,3,5,46,0-0,2.22486,0.043873864767647694,0.02810589110109188,0.016468671605061932
15240,0,0,3.333,1,10,75,3-4,-0.654398,0.0190038838273121,0.03571259919820818,0.025265348311517673
15241,1,0,2.9,2,10,75,3-4,-0.682677,0.0190038838273121,0.03571259919820818,0.025265348311517673
15242,1,0,7.433,3,10,75,3-4,-1.054489,0.0190038838273121,0.03571259919820818,0.025265348311517673
15243,0,0,2.5,1,10,79,0-0,-0.649569,0.043873864767647694,0.02810589110109188,0.006033343090188551
15245,1,0,4.933,3,7,76,0-0,-1.073654,0.043873864767647694,0.02810589110109188,0.02772621999428212
15250,0,0,2,3,8,53,0-0,1.955934,0.0190038838273121,0.03571259919820818,0.032125593787308365
15251,0,0,3.167,1,20,48,3-4,1.324774,0.0190038838273121,0.03571259919820818,0.012415292870690622
15255,0,0,3.633,1,10,50,0-0,-0.512503,0.043873864767647694,0.02810589110109188,0.00582608601579343
15257,0,0,3.033,3,8,48,3-4,-3.671465,0.043873864767647694,0.02810589110109188,0.015787430516568793
15270,0,0,4.4,1,10,63,0-0,-0.531198,0.043873864767647694,0.02810589110109188,0.009902991107518189
15271,0,0,3.533,2,10,63,3-4,-0.974752,0.043873864767647694,0.02810589110109188,0.010799575883641875
15272,1,0,4.833,3,10,63,3-4,-0.80034,0.043873864767647694,0.02810589110109188,0.011021197723115467
15277,1,0,6.033,1,10,58,4-3,1.389377,0.0190038838273121,0.03571259919820818,0.016415057058085738
15280,1,0,3.333,3,8,32,3-4,-1.112295,0.0190038838273121,0.03571259919820818,0.0208470848690744
15281,0,0,2.633,1,19,69,0-0,0.403055,0.043873864767647694,0.02810589110109188,0.015787430516568793
15283,0,0,2.533,3,2,52,3-4,1.006641,0.043873864767647694,0.02810589110109188,0.015787430516568793
15286,0,0,1.8,3,3,37,3-4,-1.286525,0.043873864767647694,0.02810589110109188,0.0033745603120649893
15287,0,0,2.2,4,4,38,3-4,2.172316,0.043873864767647694,0.02810589110109188,0.006033343090188551
15294,0,0,4.133,2,8,73,3-4,-0.750334,0.0190038838273121,0.03571259919820818,0.015106736744966565
15295,1,0,3.067,3,8,73,3-4,-1.213824,0.0190038838273121,0.03571259919820818,0.019440066716773754
15298,0,0,2.4,3,5,63,3-4,1.329971,0.043873864767647694,0.02810589110109188,0.011021197723115467
15299,0,0,2.633,1,15,62,3-4,0.436122,0.043873864767647694,0.02810589110109188,0.011021197723115467
15300,0,0,2.2,2,5,52,3-4,0.798378,0.043873864767647694,0.02810589110109188,0.011021197723115467
15302,0,0,2.6,2,10,44,3-4,1.302006,0.043873864767647694,0.02810589110109188,0.009321933694215398
15306,0,0,3.2,1,10,43,3-4,1.166085,0.043873864767647694,0.02810589110109188,0.022318487223661063
15309,0,0,3.3,2,3,68,3-4,0.466327,0.007066130927046504,0.02812897607704108,0.03195141386909405
15316,0,0,2.633,2,8,73,4-3,1.393027,0.04686992018389902,0.035979450008574075,0.011247138851618146
15319,0,0,2.467,3,5,51,0-0,1.898194,0.04686992018389902,0.035979450008574075,0.017195845997297222
15325,0,0,1.467,2,10,65,3-4,1.137491,0.007066130927046504,0.02812897607704108,0.026474829064830813
15326,0,0,1.4,1,10,53,3-4,-0.283339,0.007066130927046504,0.02812897607704108,0.028764479260652627
15327,0,0,1.667,2,8,51,3-4,-0.73011,0.007066130927046504,0.02812897607704108,0.028253949403156158
15337,1,0,2.3,1,10,55,4-3,-0.340441,0.04686992018389902,0.035979450008574075,0.01643551465225026
15345,0,0,2.767,3,5,60,3-4,-1.712284,0.007066130927046504,0.02812897607704108,0.03086467077412699
15353,0,0,1.867,1,10,34,3-4,0.621248,0.007066130927046504,0.02812897607704108,0.027137695084428995
15360,1,0,3.833,2,6,57,0-0,-0.684249,0.04686992018389902,0.035979450008574075,0.009553601642697085
15361,0,0,3.067,3,6,57,0-0,3.109893,0.04686992018389902,0.035979450008574075,0.009553601642697085
15363,0,0,3.767,2,15,23,4-3,-0.639231,0.04686992018389902,0.035979450008574075,0.015569275945488228
15364,1,0,4.267,3,15,23,4-3,0.041882,0.04686992018389902,0.035979450008574075,0.017195845997297222
15366,0,0,3,1,10,75,4-3,1.225803,0.04686992018389902,0.035979450008574075,0.01643551465225026
15373,1,0,3.8,1,10,75,4-3,-0.619987,0.04686992018389902,0.035979450008574075,0.00480589214628673
15375,0,0,2.367,3,2,67,4-3,1.357082,0.04686992018389902,0.035979450008574075,0.006870539701082584
15377,0,0,2.2,2,9,54,4-3,1.484332,0.04686992018389902,0.035979450008574075,0.006870539701082584
15380,0,0,2.633,3,7,31,4-3,1.898811,0.04686992018389902,0.035979450008574075,0.011247138851618146
15389,0,0,2.033,2,9,38,4-3,0.370779,0.04686992018389902,0.035979450008574075,0.0170966576877154
15390,0,0,2.567,4,6,35,0-0,-3.079955,0.04686992018389902,0.035979450008574075,0.009553601642697085
15395,1,0,2.8,1,10,54,3-4,-0.47276,0.007066130927046504,0.02812897607704108,0.02606897586499147
15396,0,0,1.833,2,10,54,3-4,0.757217,0.007066130927046504,0.02812897607704108,0.03454094180225069
15398,0,0,2,1,10,31,3-4,0.632027,0.007066130927046504,0.02812897607704108,0.027640484243066265
15411,0,0,3.333,1,10,74,3-4,-0.635502,0.007066130927046504,0.02812897607704108,0.02903339272974282
15414,1,1,2.733,1,10,58,3-4,-1.027584,0.007066130927046504,0.02812897607704108,0.03732630883412375
15415,0,0,1.367,2,15,63,3-4,-1.197631,0.007066130927046504,0.02812897607704108,0.02509502559862687
15416,1,0,2.733,3,13,61,3-4,-0.822447,0.007066130927046504,0.02812897607704108,0.03137520063162346
15419,0,0,2.433,3,11,77,4-3,-0.748928,0.04686992018389902,0.035979450008574075,0.014467070374789937
15420,0,0,1.333,1,10,72,3-4,-0.326178,0.007066130927046504,0.02812897607704108,0.025668880958470613
15424,0,0,3.233,3,10,58,3-4,-1.405435,0.007066130927046504,0.02812897607704108,0.04213534499986845
15425,1,0,4.667,4,10,58,3-4,-1.971596,0.007066130927046504,0.02812897607704108,0.03137520063162346
15432,0,0,2.333,1,10,77,3-4,1.089892,0.03796216075595333,0.030315339843189577,0.021728740904388377
15433,0,0,1.8,2,1,68,3-4,0.268465,0.03796216075595333,0.030315339843189577,0.01892791527084289
15440,1,0,2.967,3,5,70,4-3,-1.172178,0.009871877969661443,0.03125490275039802,0.03821338589913391
15441,0,0,2.933,1,10,70,4-3,-0.559295,0.03796216075595333,0.030315339843189577,0.024078953164163485
15442,0,0,1.833,2,10,70,3-4,-0.110112,0.03796216075595333,0.030315339843189577,0.024078953164163485
15443,0,0,1.8,3,4,64,3-4,-1.461621,0.03796216075595333,0.030315339843189577,0.02049727092531707
15446,1,0,5.967,3,8,72,3-4,-1.076861,0.009871877969661443,0.03125490275039802,0.03821338589913391
15448,0,0,2.2,2,8,69,3-4,1.004925,0.03796216075595333,0.030315339843189577,0.033296429371205166
15451,0,0,2.067,1,15,52,3-4,0.181415,0.03796216075595333,0.030315339843189577,0.0315885785190045
15457,0,0,2.133,2,8,73,3-4,-0.055715,0.009871877969661443,0.03125490275039802,0.033051584846458794
15459,0,0,2.067,1,10,59,3-4,0.222997,0.03796216075595333,0.030315339843189577,0.0315885785190045
15461,1,0,3.267,1,10,40,3-4,-0.55177,0.03796216075595333,0.030315339843189577,0.02581487455002314
15464,0,0,2.033,2,11,27,3-4,-0.014607,0.03796216075595333,0.030315339843189577,0.020497060497232582
15469,1,0,3.533,1,10,42,3-4,0.95678,0.03796216075595333,0.030315339843189577,0.03118669129270589
15477,0,0,2.033,1,10,68,3-4,0.121285,0.03796216075595333,0.030315339843189577,0.03281150381664724
15478,0,0,2.433,2,5,63,3-4,-0.9062,0.03796216075595333,0.030315339843189577,0.03281150381664724
15479,1,0,3.233,3,5,63,3-4,-1.281962,0.03796216075595333,0.030315339843189577,0.03281150381664724
15487,0,0,2.167,1,10,37,3-4,-0.567135,0.009871877969661443,0.03125490275039802,0.015295058429950886
15488,0,0,1.867,2,10,37,4-3,1.144539,0.009871877969661443,0.03125490275039802,0.033051584846458794
15490,0,0,2.233,2,10,27,4-3,1.189686,0.009871877969661443,0.03125490275039802,0.033051584846458794
15498,0,0,2.367,2,10,65,4-3,0.75254,0.03796216075595333,0.030315339843189577,0.02581466412193865
15503,0,0,3.267,2,4,37,4-3,1.297548,0.03796216075595333,0.030315339843189577,0.012524739217958302
15506,0,0,2.667,2,4,69,3-4,-0.871402,0.009871877969661443,0.03125490275039802,0.011274198275395421
15507,1,0,2.033,3,4,69,4-3,-1.322838,0.009871877969661443,0.03125490275039802,0.03821338589913391
15512,0,0,2.5,2,10,70,4-3,-0.358304,0.03796216075595333,0.030315339843189577,0.024078953164163485
15513,0,0,1.967,3,6,66,4-3,1.80009,0.03796216075595333,0.030315339843189577,0.03281150381664724
15516,1,1,5.267,3,9,52,3-4,-1.370099,0.03796216075595333,0.030315339843189577,0.024869447206201604
15519,0,0,2.6,1,10,56,3-4,0.472708,0.009871877969661443,0.03125490275039802,0.010467058300075124
15521,0,0,2.633,1,10,43,3-4,0.34972,0.009871877969661443,0.03125490275039802,0.010467058300075124
15523,0,0,2.633,1,10,33,3-4,-0.295194,0.009871877969661443,0.03125490275039802,0.010467058300075124
15524,0,0,1.9,2,8,31,3-4,1.271953,0.009871877969661443,0.03125490275039802,8.233409359120952e-4
15526,0,0,2.767,2,14,21,4-3,2.276818,0.009871877969661443,0.03125490275039802,0.007566422224088336
15531,0,0,1.167,3,8,35,4-3,-0.533613,0.03796216075595333,0.030315339843189577,0.011873796037221947
15532,0,0,1.733,1,10,62,4-3,-0.5294,0.009871877969661443,0.03125490275039802,0.010467058300075124
15533,0,0,3.3,2,10,62,4-3,0.836964,0.009871877969661443,0.03125490275039802,0.010467058300075124
15537,0,0,2.9,2,7,22,4-3,1.862259,0.009871877969661443,0.03125490275039802,0.007566422224088336
15544,0,0,2.467,2,6,58,3-4,0.81313,0.04642580956145555,0.03127173581383279,0.032602117919750935
15547,0,0,2.5,1,10,36,3-4,1.331691,0.04642580956145555,0.03127173581383279,0.03779650395188065
15569,0,0,3.367,2,17,55,3-4,-0.161652,0.02841837990600531,0.036092031697818036,0.01261077012339893
15570,1,0,2.6,3,10,48,3-4,4.35334,0.02841837990600531,0.036092031697818036,0.02192399816842637
15577,0,0,1.067,3,9,79,0-0,1.812354,0.04642580956145555,0.03127173581383279,0.03779650395188065
15578,0,0,4.833,1,10,70,3-4,0.755152,0.04642580956145555,0.03127173581383279,0.03687947025661542
15580,0,0,2.267,2,12,57,3-4,-0.217762,0.04642580956145555,0.03127173581383279,0.03251828609280652
15589,0,0,1.733,3,7,53,0-0,1.570943,0.02841837990600531,0.036092031697818036,0.020205502438971814
15591,1,1,4.267,2,10,45,4-3,-2.06001,0.02841837990600531,0.036092031697818036,0.01261077012339893
15592,0,0,1.7,3,18,53,0-0,1.123535,0.02841837990600531,0.036092031697818036,0.011120297736442516
15593,0,0,2.7,4,3,38,4-3,-3.295897,0.02841837990600531,0.036092031697818036,0.01261077012339893
15603,0,0,3.633,2,4,61,4-3,-0.798755,0.02841837990600531,0.036092031697818036,0.016305145341489722
15604,0,0,4.233,3,4,61,4-3,1.909448,0.02841837990600531,0.036092031697818036,0.02192399816842637
15606,1,0,2.8,2,16,49,4-3,-0.523902,0.02841837990600531,0.036092031697818036,0.01261077012339893
15607,0,0,3.3,3,11,44,4-3,-1.351444,0.02841837990600531,0.036092031697818036,0.017238158673730263
15610,0,0,3.5,1,10,65,3-4,-5.631675,0.04642580956145555,0.03127173581383279,0.028910270210715957
15612,0,0,2.967,2,9,22,4-3,-3.94459,0.02841837990600531,0.036092031697818036,0.01261077012339893
15617,0,0,3,2,9,53,4-3,1.122723,0.02841837990600531,0.036092031697818036,0.01261077012339893
15619,0,0,1.867,2,8,39,4-3,-0.788971,0.02841837990600531,0.036092031697818036,0.011321207619418799
15620,0,0,2.133,1,10,27,4-3,0.239558,0.02841837990600531,0.036092031697818036,0.01261077012339893
15623,1,0,3.5,2,15,75,3-4,-0.776611,0.04642580956145555,0.03127173581383279,0.026515866022508144
15630,1,0,2.333,3,6,41,3-4,2.764113,0.04642580956145555,0.03127173581383279,0.02473789860633474
15636,1,0,7.533,2,9,74,4-3,1.46923,0.02841837990600531,0.036092031697818036,0.007923437893132271
15637,0,0,3.533,1,10,57,4-3,-0.139344,0.02841837990600531,0.036092031697818036,0.017032152927963284
15638,1,0,5.4,2,17,64,4-3,-1.170629,0.02841837990600531,0.036092031697818036,0.01595287479188106
15642,0,0,6.233,1,10,34,4-3,0.18368,0.02841837990600531,0.036092031697818036,0.004878305822372974
15644,1,0,3.967,1,20,31,4-3,-0.391013,0.02841837990600531,0.036092031697818036,0.01261077012339893
15650,0,0,1.2,2,9,63,3-4,0.673102,0.04642580956145555,0.03127173581383279,0.018297303524762384
15651,0,0,2.2,3,1,55,3-4,0.494956,0.04642580956145555,0.03127173581383279,0.019870074445508
15655,1,0,2.933,4,3,43,3-4,-2.612419,0.04642580956145555,0.03127173581383279,0.02134359556539602
15656,0,0,1.9,1,10,57,4-3,0.003001,0.02841837990600531,0.036092031697818036,0.01261077012339893
15657,1,0,5.767,2,5,52,3-4,-0.625643,0.02841837990600531,0.036092031697818036,0.01261077012339893
15658,0,0,1.933,3,5,52,4-3,-0.854526,0.02841837990600531,0.036092031697818036,0.02192399816842637
15659,1,0,3.033,4,2,49,0-0,3.769106,0.02841837990600531,0.036092031697818036,0.01628215319409197
15665,0,0,3.467,1,10,75,3-4,-0.619987,0.02954692254945959,0.030912383193730818,0.033626778455122255
15666,1,0,2.7,2,10,75,3-4,-0.208156,0.02954692254945959,0.030912383193730818,0.033626778455122255
15667,1,1,3.033,3,6,71,3-4,-1.27069,0.02954692254945959,0.030912383193730818,0.03959381560108816
15668,0,0,2.834,1,10,70,4-3,-0.559295,0.04829315624473296,0.03146809125112579,0.021839035816380338
15670,0,0,2.133,3,3,63,4-3,1.334013,0.04829315624473296,0.03146809125112579,0.021839035816380338
15671,0,0,3.1,1,10,54,4-3,1.398697,0.04829315624473296,0.03146809125112579,0.021839035816380338
15676,0,0,2.9,2,13,74,3-4,-0.216856,0.02954692254945959,0.030912383193730818,0.028391915379678175
15677,0,0,2.933,3,9,70,3-4,1.818191,0.02954692254945959,0.030912383193730818,0.03959381560108816
15678,1,0,4.4,1,20,69,3-4,1.39523,0.02954692254945959,0.030912383193730818,0.02721242000300077
15679,0,0,2.967,1,20,58,3-4,-0.597765,0.02954692254945959,0.030912383193730818,0.02824729359102308
15680,1,0,2.433,2,20,58,3-4,-1.192286,0.02954692254945959,0.030912383193730818,0.02824729359102308
15681,0,0,2.133,3,20,58,3-4,0.781159,0.02954692254945959,0.030912383193730818,0.03959381560108816
15682,0,0,2.967,4,4,42,3-4,2.658641,0.02954692254945959,0.030912383193730818,0.03959381560108816
15684,1,0,2.1,2,4,25,3-4,2.354243,0.02954692254945959,0.030912383193730818,0.02834895284399885
15688,0,0,2.933,1,10,55,3-4,0.822736,0.02954692254945959,0.030912383193730818,0.033626778455122255
15690,1,0,2.7,2,12,43,3-4,-0.498685,0.02954692254945959,0.030912383193730818,0.019767466959542443
15691,0,0,3.1,3,8,39,3-4,1.946731,0.02954692254945959,0.030912383193730818,0.03959381560108816
15693,0,0,2.4,2,11,27,3-4,-0.592037,0.02954692254945959,0.030912383193730818,0.017794126224586718
15695,0,0,1.767,1,10,75,3-4,0.355489,0.04829315624473296,0.03146809125112579,0.019081710459491148
15697,0,0,1.867,3,4,69,4-3,-1.416692,0.04829315624473296,0.03146809125112579,0.02557016029769154
15699,1,0,5.433,2,9,68,3-4,2.086953,0.02954692254945959,0.030912383193730818,0.03242753481480789
15700,0,0,5.033,1,10,38,3-4,2.862142,0.02954692254945959,0.030912383193730818,0.03283324961324787
15703,0,0,3.4,1,10,63,3-4,1.092929,0.04829315624473296,0.03146809125112579,0.020350122849236114
15705,0,0,1.867,2,16,47,3-4,-0.020133,0.04829315624473296,0.03146809125112579,0.02557016029769154
15708,0,0,2.067,2,10,23,3-4,0.244021,0.04829315624473296,0.03146809125112579,0.02281283494080235
15711,0,0,1.9,1,10,75,3-4,0.956543,0.02954692254945959,0.030912383193730818,0.024602304601748837
15715,1,0,2.967,2,7,50,3-4,0.990018,0.02954692254945959,0.030912383193730818,0.03242753481480789
15717,0,0,2.167,1,10,27,3-4,-0.089665,0.02954692254945959,0.030912383193730818,0.03127911706886701
15720,0,0,2.067,1,10,75,0-0,0.587494,0.04829315624473296,0.03146809125112579,0.02557016029769154
15721,0,0,2.967,2,3,68,0-0,-1.02273,0.04829315624473296,0.03146809125112579,0.02557016029769154
15723,0,0,1.933,1,10,44,0-0,0.188502,0.04829315624473296,0.03146809125112579,0.02557016029769154
15724,1,0,2.267,2,4,38,0-0,0.594814,0.04829315624473296,0.03146809125112579,0.02557016029769154
15728,0,0,1.533,1,10,28,4-3,0.389066,0.04829315624473296,0.03146809125112579,0.021839035816380338
15738,1,0,3.167,2,11,60,3-4,-1.098432,0.02954692254945959,0.030912383193730818,0.03242753481480789
15739,0,0,3.233,3,11,60,3-4,-0.900003,0.02954692254945959,0.030912383193730818,0.03959381560108816
15742,0,0,1.3,2,7,64,3-4,-0.037612,0.04829315624473296,0.03146809125112579,0.023088145129188817
15743,1,0,4.533,3,2,59,4-3,1.24149,0.04829315624473296,0.03146809125112579,0.02557016029769154
15745,1,0,3.367,2,8,46,4-3,1.580256,0.04829315624473296,0.03146809125112579,0.02281283494080235
15748,0,0,2.867,3,4,21,3-4,1.219911,0.04829315624473296,0.03146809125112579,0.013534405874127072
15753,1,0,2.267,1,10,69,3-4,-0.526508,0.02954692254945959,0.030912383193730818,0.019912088748197537
15755,1,0,3.867,3,9,68,3-4,1.88241,0.02954692254945959,0.030912383193730818,0.046838788482675225
15760,1,0,3.166,3,10,45,3-4,-1.381742,0.02954692254945959,0.030912383193730818,0.02457278237331485
15763,0,0,1.967,2,10,77,4-3,0.270362,0.04829315624473296,0.03146809125112579,0.019357020647877615
15765,1,0,2.5,1,10,73,3-4,-0.583088,0.02954692254945959,0.030912383193730818,0.03967250769639495
15766,0,0,2.8,2,10,73,3-4,-0.361863,0.02954692254945959,0.030912383193730818,0.03242753481480789
15767,1,0,2.767,3,7,70,0-0,-1.137733,0.02954692254945959,0.030912383193730818,0.03959381560108816
15769,0,0,1.433,1,10,66,3-4,-0.436197,0.04829315624473296,0.03146809125112579,0.025010078070589
15771,0,0,2.4,3,4,60,4-3,1.400578,0.04829315624473296,0.03146809125112579,0.01747122865310427
15776,1,0,2.633,1,10,69,3-4,0.615637,0.02954692254945959,0.030912383193730818,0.03242753481480789
15777,0,0,3.433,2,2,61,3-4,-0.894892,0.02954692254945959,0.030912383193730818,0.03242753481480789
15778,1,0,2.233,3,2,61,3-4,-1.455735,0.02954692254945959,0.030912383193730818,0.03959381560108816
15779,1,0,2.8,4,2,61,3-4,-2.738351,0.02954692254945959,0.030912383193730818,0.03959381560108816
15782,0,0,3.867,1,10,75,3-4,-0.619987,0.02954692254945959,0.030912383193730818,0.03959381560108816
15783,0,0,3.633,2,10,75,3-4,-0.628673,0.02954692254945959,0.030912383193730818,0.03959381560108816
15784,1,1,2.433,3,10,75,3-4,-1.163874,0.02954692254945959,0.030912383193730818,0.03959381560108816
15788,0,0,1.867,2,12,77,4-3,-0.648944,0.02520849962944511,0.029570146204032536,0.03272037755899902
15789,1,0,2.1,3,12,77,4-3,-0.909667,0.02520849962944511,0.029570146204032536,0.03101330613449699
15790,1,1,2.6,1,10,69,3-4,-0.933837,0.011854745019880705,0.031098315205856455,0.026455583220755977
15792,0,0,3.333,1,10,55,3-4,-0.449096,0.011854745019880705,0.031098315205856455,0.019657490484921318
15794,0,0,2.8,3,5,50,0-0,-1.488471,0.011854745019880705,0.031098315205856455,0.043883609962954
15799,1,1,2.367,3,8,40,0-0,-2.465505,0.011854745019880705,0.031098315205856455,0.043883609962954
15804,1,1,3.434,2,9,69,4-3,-1.602775,0.02520849962944511,0.029570146204032536,0.023365141397877133
15808,1,1,2.633,3,5,71,0-0,-1.35839,0.011854745019880705,0.031098315205856455,0.043883609962954
15812,0,0,2.267,2,9,37,4-3,0.169768,0.02520849962944511,0.029570146204032536,0.034383855604539666
15813,1,0,2.5,3,3,31,4-3,-1.082895,0.02520849962944511,0.029570146204032536,0.03272037755899902
15816,0,0,2.467,3,7,72,0-0,-1.147028,0.011854745019880705,0.031098315205856455,0.043883609962954
15817,0,0,2.033,1,10,43,4-3,-0.197501,0.02520849962944511,0.029570146204032536,0.021225549056484813
15818,0,0,3.233,2,7,40,4-3,0.229096,0.02520849962944511,0.029570146204032536,0.021225549056484813
15822,1,0,2.833,3,2,24,4-3,-0.581556,0.02520849962944511,0.029570146204032536,0.03272037755899902
15823,0,0,3.633,1,10,75,3-4,-0.619987,0.011854745019880705,0.031098315205856455,0.024892700459319843
15829,1,0,2.2,2,6,73,3-4,0.958167,0.011854745019880705,0.031098315205856455,0.024364430637237706
15831,0,0,2.7,2,9,61,3-4,-0.913881,0.011854745019880705,0.031098315205856455,0.015398310915506941
15832,1,1,2.267,3,9,61,0-0,-1.250349,0.011854745019880705,0.031098315205856455,0.04051344084311447
15833,0,0,2.6,1,10,76,4-3,-0.393159,0.02520849962944511,0.029570146204032536,0.022889027102025457
15836,0,0,2.333,2,8,62,4-3,-0.906862,0.02520849962944511,0.029570146204032536,0.03272037755899902
15839,1,0,5.1,1,5,51,0-0,-0.213205,0.011854745019880705,0.031098315205856455,0.03498598773591948
15840,1,0,2.267,2,5,51,0-0,0.67065,0.011854745019880705,0.031098315205856455,0.04051344084311447
15841,0,0,2.8,1,10,46,0-0,1.17548,0.011854745019880705,0.031098315205856455,0.04051344084311447
15842,0,0,2.667,1,10,23,0-0,-0.055825,0.011854745019880705,0.031098315205856455,0.03120157785766225
15847,1,0,2,2,8,73,3-4,-0.692376,0.011854745019880705,0.031098315205856455,0.02154526117061141
15848,1,1,2.967,3,8,73,0-0,-1.058088,0.011854745019880705,0.031098315205856455,0.037277514862081286
15851,0,0,3.467,1,10,40,3-4,0.273539,0.011854745019880705,0.031098315205856455,0.015118272166436528
15853,1,0,4.067,1,10,28,3-4,0.302342,0.011854745019880705,0.031098315205856455,0.03292987528237011
15860,1,0,6.1,1,10,56,4-3,-0.234484,0.02520849962944511,0.029570146204032536,0.021225549056484813
15862,0,0,3,3,2,48,4-3,1.564181,0.02520849962944511,0.029570146204032536,0.028779865651331893
15864,0,0,2.433,2,4,25,4-3,-0.767044,0.02520849962944511,0.029570146204032536,0.030443343696872537
15865,1,0,4.2,3,4,25,4-3,-1.026469,0.02520849962944511,0.029570146204032536,0.03101330613449699
15866,1,0,6.6,1,10,76,3-4,-0.378176,0.011854745019880705,0.031098315205856455,0.021756813465799073
15867,0,0,2.267,2,8,74,3-4,-0.012418,0.011854745019880705,0.031098315205856455,0.022656408247705324
15868,0,0,2.7,3,3,69,3-4,-1.393972,0.011854745019880705,0.031098315205856455,0.012804301162778645
15871,1,0,3.067,3,7,75,4-3,-1.262601,0.02520849962944511,0.029570146204032536,0.03101330613449699
15872,1,0,2.3,1,10,64,3-4,0.106527,0.011854745019880705,0.031098315205856455,0.01650376830725055
15876,1,0,2.033,1,10,45,4-3,-0.54135,0.02520849962944511,0.029570146204032536,0.025145049118087407
15878,0,0,2.433,3,9,44,4-3,3.220949,0.02520849962944511,0.029570146204032536,0.03101330613449699
15885,0,0,2.833,1,10,75,3-4,-0.619987,0.011854745019880705,0.031098315205856455,0.015398310915506941
15886,1,1,6.8,2,10,75,3-4,-1.97134,0.011854745019880705,0.031098315205856455,0.019137834173669203
15890,0,0,2.067,3,7,65,4-3,1.743983,0.02520849962944511,0.029570146204032536,0.03101330613449699
15899,0,0,3.1,1,10,56,0-0,0.472708,0.011854745019880705,0.031098315205856455,0.02967916491597998
15900,0,0,4.1,2,2,48,0-0,-0.534397,0.011854745019880705,0.031098315205856455,0.0388180433322198
15901,0,0,1.867,3,2,48,0-0,-1.41056,0.011854745019880705,0.031098315205856455,0.0388180433322198
15902,0,0,2.6,4,2,48,0-0,-2.964897,0.011854745019880705,0.031098315205856455,0.039941948738558095
15907,0,0,3.533,1,10,55,4-3,2.35228,0.04024106073619201,0.03158033797941045,0.03506900947156972
15915,1,0,3.067,1,10,53,4-3,-0.470772,0.04024106073619201,0.03158033797941045,0.03506900947156972
15917,1,0,1.6,3,5,48,0-0,1.55867,0.04024106073619201,0.03158033797941045,0.04307881565016481
