PlayerId,PlayerId_GSIS,Player,RosterPosition,Team,TotalSnaps,TotalPoints,PasserSnaps,PasserPoints,RusherSnaps,RusherPoints,ReceiverSnaps,ReceiverPoints,RunBlockSnaps,RunBlockPoints,PassBlockSnaps,PassBlockPoints,PassRushSnaps,PassRushPoints,PassCovSnaps,PassCovPoints,RunDefSnaps,RunDefPoints
6529,00-0034366,Keke Coutee,WR,Colts,2,-1,0,NULL,0,NULL,2,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6546,00-0034400,Jordan Wilkins,RB,Colts,36,-2,0,NULL,13,0,21,-2,0,NULL,2,0,0,NULL,0,NULL,0,NULL
7954,00-0036148,Domenique Davis,DT,Bengals,34,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,15,0,0,NULL,19,0
9003,00-0037297,Cade Mays,G,Panthers,45,1,0,NULL,0,NULL,4,0,29,1,12,0,0,NULL,0,NULL,0,NULL
518,00-0030463,AJ Klein,LB,Bills,82,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,8,0,39,2,36,-1
8814,00-0036691,Tory Carter,FB,Titans,40,0,0,NULL,0,NULL,6,0,21,0,13,1,0,NULL,0,NULL,0,NULL
6431,00-0034337,Greg Stroman Jr.,CB,Bears,70,5,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,35,3,35,2
9078,00-0037445,Demetrius Taylor,DT,Lions,10,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,6,0,0,NULL,4,0
4403,00-0033550,Davis Webb,QB,Giants,46,6,40,5,6,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9118,00-0037083,Kingsley Enagbare,LB,Packers,441,13,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,236,6,18,1,187,6
6976,00-0035230,Ed Oliver,DT,Bills,493,17,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,327,6,1,0,166,10
8954,00-0037252,Greg Dulcich,TE,Broncos,428,10,0,NULL,0,NULL,288,8,115,2,28,0,0,NULL,0,NULL,0,NULL
6412,00-0034591,J.C. Jackson,CB,Chargers,224,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,148,-5,75,3
7373,00-0035668,David Edwards,G,Rams,223,6,0,NULL,0,NULL,0,NULL,74,3,149,3,0,NULL,0,NULL,0,NULL
7891,00-0036450,Ke'Shawn Vaughn,RB,Buccaneers,33,0,0,NULL,17,-1,9,1,1,0,6,0,0,NULL,0,NULL,0,NULL
7143,00-0035647,Montez Sweat,DE,Commanders,695,30,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,424,19,9,0,265,10
4764,00-0033461,Raekwon McMillan,LB,Patriots,237,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,18,1,135,1,86,6
2748,00-0030665,Daniel Sorensen,S,Saints,158,17,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,87,15,70,2
7628,00-0035804,Jonas Griffith,LB,Broncos,307,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,30,2,154,7,123,0
7658,00-0036442,Joe Burrow,QB,Bengals,698,118,645,102,53,16,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9124,00-0037815,Cameron Thomas,LB,Cardinals,228,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,149,5,7,0,72,1
6642,00-0034485,Jonathan Owens,S,Texans,922,35,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,12,1,498,13,414,21
9302,00-0037525,Jordan Mason,RB,49ers,57,9,0,NULL,43,9,10,0,1,0,3,0,0,NULL,0,NULL,0,NULL
8770,00-0036689,Marvin Wilson,DT,Eagles,19,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,8,0,0,NULL,11,0
8951,00-0037831,Nick Zakelj,G,49ers,11,-1,0,NULL,0,NULL,0,NULL,11,-1,0,NULL,0,NULL,0,NULL,0,NULL
3548,00-0032408,Blake Martinez,LB,Raiders,102,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,8,0,40,0,55,3
5104,00-0033538,Garrett Bolles,T,Broncos,300,7,0,NULL,0,NULL,0,NULL,111,2,189,5,0,NULL,0,NULL,0,NULL
8765,00-0036587,Ar'Darius Washington,S,Ravens,22,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,13,2,7,0
4609,00-0033336,Eric Wilson,LB,Packers,32,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,15,0,14,0
7668,00-0036352,Carlos Davis,DT,Steelers,11,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,1,0,NULL,4,0
8966,00-0037078,Cole Turner,TE,Commanders,181,2,0,NULL,0,NULL,65,-1,92,3,24,0,0,NULL,0,NULL,0,NULL
3445,00-0033114,Mike Thomas,WR,Bengals,125,-1,0,NULL,0,NULL,105,-2,13,1,9,0,0,NULL,0,NULL,0,NULL
8050,00-0036114,A.J. Green,CB,Browns,130,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,97,4,31,0
3841,00-0032466,George Fant,T,Jets,496,6,0,NULL,0,NULL,0,NULL,138,2,358,4,0,NULL,0,NULL,0,NULL
9126,00-0037826,Drake Jackson,DE,49ers,295,18,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,217,11,3,5,76,1
870,00-0030067,Terron Armstead,T,Dolphins,644,20,0,NULL,0,NULL,0,NULL,233,9,411,11,0,NULL,0,NULL,0,NULL
9171,00-0037259,Micah McFadden,LB,Giants,410,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,49,2,161,-2,203,4
4431,00-0033928,Jourdan Lewis,CB,Cowboys,301,14,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,198,11,99,3
8409,00-0036555,Chuba Hubbard,RB,Panthers,233,6,0,NULL,95,1,93,5,1,0,44,1,0,NULL,0,NULL,0,NULL
6818,00-0035237,Jawaan Taylor,T,Jaguars,1037,37,0,NULL,0,NULL,0,NULL,397,17,640,20,0,NULL,0,NULL,0,NULL
3500,00-0033132,Kevin Byard,S,Titans,1058,47,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,23,1,709,31,331,15
441,00-0027949,J.J. Watt,DE,Cardinals,790,35,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,504,30,4,0,282,6
6323,00-0034514,Levi Wallace,CB,Steelers,676,37,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,0,430,27,243,10
8988,00-0037278,Luke Wattenberg,C,Broncos,86,1,0,NULL,0,NULL,0,NULL,32,1,54,-1,0,NULL,0,NULL,0,NULL
3477,00-0032688,Robby Anderson,WR,Cardinals,141,-1,0,NULL,0,NULL,129,-1,2,0,11,0,0,NULL,0,NULL,0,NULL
8857,00-0037247,George Pickens,WR,Steelers,627,14,0,NULL,3,1,547,11,61,2,21,0,0,NULL,0,NULL,0,NULL
3693,00-0032637,Andrew Adams,S,Titans,677,13,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,19,2,466,9,195,2
4936,00-0033783,Ahkello Witherspoon,CB,Steelers,234,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,153,-3,81,3
8438,00-0036933,Zaven Collins,LB,Cardinals,970,13,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,134,2,474,6,364,5
6528,00-0034364,Jordan Akins,TE,Texans,362,19,0,NULL,0,NULL,272,16,63,2,28,1,0,NULL,0,NULL,0,NULL
1047,00-0029412,Vinny Curry,DE,Jets,170,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,90,0,0,NULL,80,1
6989,00-0035697,Germaine Pratt,LB,Bengals,693,36,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,50,6,313,18,337,12
6385,00-0034436,Will Clapp,C,Chargers,314,9,0,NULL,0,NULL,0,NULL,77,2,237,7,0,NULL,0,NULL,0,NULL
3648,00-0032518,Justin Zimmer,DT,Dolphins,40,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,23,0,0,NULL,17,0
9266,00-0037830,Samuel Womack III,CB,49ers,142,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,89,5,52,4
7514,00-0035457,Tyron Johnson,WR,Texans,14,0,0,NULL,0,NULL,12,0,0,NULL,3,0,0,NULL,0,NULL,0,NULL
9050,00-0037457,Jake Hansen,LB,Texans,193,7,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,14,1,66,2,114,4
6358,00-0034208,Mike Boone,RB,Broncos,115,-3,0,NULL,24,-1,67,-2,1,0,23,1,0,NULL,0,NULL,0,NULL
9122,00-0037808,DeAngelo Malone,LB,Falcons,205,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,90,2,24,-1,93,2
9173,00-0037237,Derek Stingley Jr.,CB,Texans,571,26,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,294,12,277,14
6770,00-0035061,Alex Bars,G,Raiders,807,8,0,NULL,0,NULL,0,NULL,308,6,499,2,0,NULL,0,NULL,0,NULL
9536,00-0037459,Kurt Hinish,DT,Texans,411,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,188,-1,1,0,222,5
8204,00-0035950,Myles Hartsfield,S,Panthers,762,10,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,26,2,429,3,310,5
4476,00-0033784,Eddie Jackson,S,Bears,649,32,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,0,329,16,313,16
6965,00-0035357,Cam Lewis,CB,Bills,100,-3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,78,-4,21,0
9230,00-0037429,Raheem Blackshear,RB,Panthers,61,6,0,NULL,22,3,38,3,0,NULL,1,0,0,NULL,0,NULL,0,NULL
6852,00-0035591,Justin Hollins,LB,Packers,123,8,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,80,5,6,0,38,3
7745,00-0036273,Jake Hanson,G,Packers,66,-1,0,NULL,0,NULL,0,NULL,17,-1,49,0,0,NULL,0,NULL,0,NULL
2554,00-0032063,Mike Davis,RB,Ravens,30,-5,0,NULL,8,-5,15,-1,1,0,6,0,0,NULL,0,NULL,0,NULL
8693,00-0036831,Kobe Jones,LB,Panthers,11,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,8,0,0,NULL,3,0
281,00-0026166,Duane Brown,T,Jets,710,14,0,NULL,0,NULL,0,NULL,274,7,436,7,0,NULL,0,NULL,0,NULL
272,00-0026158,Joe Flacco,QB,Jets,203,16,201,16,2,1,1,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
3356,00-0031806,Malcolm Brown,RB,Rams,78,4,0,NULL,18,3,42,0,0,NULL,18,1,0,NULL,0,NULL,0,NULL
8473,00-0036885,Tre Brown,CB,Seahawks,20,-2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,14,-2,6,0
7291,00-0035630,Chris Lindstrom,G,Falcons,992,36,0,NULL,0,NULL,0,NULL,509,19,483,17,0,NULL,0,NULL,0,NULL
2631,00-0032134,C.J. Uzomah,TE,Jets,473,16,0,NULL,0,NULL,180,7,220,7,75,2,0,NULL,0,NULL,0,NULL
9345,00-0037332,D'Anthony Bell,S,Browns,67,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,0,37,0,29,0
8816,00-0036692,Miller Forristall,TE,Browns,13,0,0,NULL,0,NULL,8,0,4,0,1,0,0,NULL,0,NULL,0,NULL
3575,00-0032442,Elandon Roberts,LB,Dolphins,628,16,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,46,4,278,1,307,11
4615,00-0033941,Rayshawn Jenkins,S,Jaguars,1059,49,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,35,6,612,15,417,28
9221,00-0037256,Rachaad White,RB,Buccaneers,409,-3,0,NULL,129,-6,236,3,1,0,44,0,0,NULL,0,NULL,0,NULL
7694,00-0036355,Justin Herbert,QB,Chargers,771,131,734,138,37,-7,2,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8912,00-0037757,Bernhard Raimann,T,Colts,674,4,0,NULL,0,NULL,0,NULL,270,1,404,2,0,NULL,0,NULL,0,NULL
7258,00-0035699,Jamel Dean,CB,Buccaneers,837,56,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,12,0,504,39,325,16
7641,00-0036287,Noah Igbinoghene,CB,Dolphins,218,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,153,12,64,2
8209,00-0035946,Myles Adams,DE,Seahawks,175,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,90,3,0,NULL,85,1
8332,00-0036938,Rashad Weaver,DE,Titans,598,22,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,390,18,36,0,172,4
2290,00-0031273,Cameron Brate,TE,Buccaneers,320,6,0,NULL,0,NULL,213,2,82,4,28,1,0,NULL,0,NULL,0,NULL
7496,00-0035022,Penny Hart,WR,Seahawks,20,-1,0,NULL,0,NULL,19,-1,1,0,0,NULL,0,NULL,0,NULL,0,NULL
3979,00-0033064,Adam Gotsis,DT,Jaguars,269,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,139,5,1,0,130,4
7690,00-0036369,John Simpson,G,Raiders,171,9,0,NULL,0,NULL,0,NULL,64,2,107,7,0,NULL,0,NULL,0,NULL
8421,00-0036893,Najee Harris,RB,Steelers,644,5,0,NULL,272,3,290,1,1,0,90,1,0,NULL,0,NULL,0,NULL
7717,00-0036337,James Lynch,DT,Vikings,267,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,150,-1,0,NULL,117,4
4842,00-0033547,Zach Cunningham,LB,Titans,192,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,18,0,97,-3,78,2
8910,00-0037241,Trevor Penning,T,Saints,121,5,0,NULL,0,NULL,0,NULL,90,4,31,1,0,NULL,0,NULL,0,NULL
7739,00-0036249,Julian Okwara,DE,Lions,201,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,98,2,37,-4,67,3
8634,00-0036748,Jerry Jacobs,CB,Lions,518,29,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,1,317,19,200,9
7296,00-0035273,Qadree Ollison,RB,Cowboys,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
7524,00-0035365,Tae Hayes,CB,Patriots,30,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,25,2,5,0
2717,00-0029963,Chris Hubbard,T,Browns,36,0,0,NULL,0,NULL,0,NULL,25,1,11,-1,0,NULL,0,NULL,0,NULL
4717,00-0033798,Mason Schreck,TE,Texans,50,0,0,NULL,0,NULL,21,-1,20,1,9,0,0,NULL,0,NULL,0,NULL
4436,00-0033659,Joe Jones,LB,Titans,32,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,6,1,26,-1
9561,NULL,Josh Ali,WR,Falcons,5,0,0,NULL,0,NULL,4,0,1,0,0,NULL,0,NULL,0,NULL,0,NULL
4500,00-0033752,Storm Norton,T,Chargers,82,0,0,NULL,0,NULL,0,NULL,23,1,59,-1,0,NULL,0,NULL,0,NULL
9095,00-0037616,Nick Cross,S,Colts,113,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,2,0,64,0,47,0
7809,00-0036334,Saahdiq Charles,G,Commanders,272,-2,0,NULL,0,NULL,0,NULL,117,-1,155,-1,0,NULL,0,NULL,0,NULL
330,00-0031367,Gabe Jackson,G,Seahawks,635,19,0,NULL,0,NULL,0,NULL,246,11,389,8,0,NULL,0,NULL,0,NULL
3269,00-0031796,Justin Coleman,CB,Seahawks,58,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,47,0,11,2
6659,00-0034184,Gus Edwards,RB,Ravens,130,4,0,NULL,87,4,30,0,1,0,12,0,0,NULL,0,NULL,0,NULL
4583,00-0033857,JuJu Smith-Schuster,WR,Chiefs,535,24,0,NULL,0,NULL,470,21,30,2,39,1,0,NULL,0,NULL,0,NULL
8057,00-0035771,Mitchell Wilcox,TE,Bengals,434,8,0,NULL,0,NULL,170,1,210,5,57,2,0,NULL,0,NULL,0,NULL
3026,00-0031177,Brent Urban,DT,Ravens,279,9,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,136,5,3,0,140,4
43,00-0029316,Kelvin Beachum,T,Cardinals,1109,30,0,NULL,0,NULL,0,NULL,376,12,733,17,0,NULL,0,NULL,0,NULL
5046,00-0033831,Andrew Wylie,T,Chiefs,1027,16,0,NULL,0,NULL,0,NULL,337,13,690,3,0,NULL,0,NULL,0,NULL
9228,00-0037228,Jaylen Warren,RB,Steelers,297,12,0,NULL,77,4,168,8,4,0,55,2,0,NULL,0,NULL,0,NULL
4455,00-0033526,Samaje Perine,RB,Bengals,373,19,0,NULL,95,4,227,14,1,0,50,1,0,NULL,0,NULL,0,NULL
8561,00-0036989,Malcolm Koonce,DE,Raiders,64,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,46,1,2,0,16,1
2455,00-0032187,David Johnson,RB,Saints,48,-2,0,NULL,12,-4,30,2,2,0,4,0,0,NULL,0,NULL,0,NULL
9151,00-0037823,Christian Harris,LB,Texans,684,23,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,32,3,305,13,349,6
743,00-0032058,Tevin Coleman,RB,49ers,27,-1,0,NULL,12,-2,14,2,0,NULL,1,0,0,NULL,0,NULL,0,NULL
2188,00-0030402,Akeem Spence,DT,49ers,132,4,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,69,0,0,NULL,63,3
6627,00-0034073,Ross Dwelley,TE,49ers,79,5,0,NULL,0,NULL,42,4,30,1,7,0,0,NULL,0,NULL,0,NULL
9292,00-0037844,Russ Yeast,S,Rams,110,12,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,70,4,40,8
7598,00-0036281,C.J. Henderson,CB,Panthers,721,29,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,0,454,14,264,15
8486,00-0037010,Liam Eichenberg,G,Dolphins,593,18,0,NULL,0,NULL,0,NULL,209,8,384,10,0,NULL,0,NULL,0,NULL
7862,00-0036386,Andrew Thomas,T,Giants,985,35,0,NULL,0,NULL,0,NULL,418,17,567,18,0,NULL,0,NULL,0,NULL
7898,00-0036220,Derrick Brown,DT,Panthers,816,26,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,478,8,1,5,338,13
8460,00-0037013,Zach Wilson,QB,Jets,285,22,263,21,20,1,1,0,1,0,0,NULL,0,NULL,0,NULL,0,NULL
3360,00-0032450,Dwayne Washington,RB,Saints,23,1,0,NULL,11,0,9,1,1,0,2,0,0,NULL,0,NULL,0,NULL
6515,00-0034810,Sebastian Joseph-Day,DT,Chargers,665,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,348,4,3,5,316,10
6329,00-0034387,Bilal Nichols,DT,Raiders,757,11,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,441,5,15,1,303,6
6827,00-0035680,Quincy Williams,LB,Jets,753,31,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,41,4,382,9,332,17
7659,00-0036410,Tee Higgins,WR,Bengals,546,27,0,NULL,0,NULL,494,27,26,0,33,0,0,NULL,0,NULL,0,NULL
6420,00-0034333,Daron Payne,DT,Commanders,856,28,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,513,19,11,0,336,9
556,00-0031381,Davante Adams,WR,Raiders,625,45,1,0,3,-1,583,45,30,1,9,0,0,NULL,0,NULL,0,NULL
6259,00-0034407,Ray-Ray McCloud,WR,49ers,190,8,0,NULL,4,3,149,3,23,2,15,0,0,NULL,0,NULL,0,NULL
8907,00-0037612,Evan Neal,T,Giants,693,15,0,NULL,0,NULL,0,NULL,273,10,420,5,0,NULL,0,NULL,0,NULL
594,00-0029000,Cole Beasley,WR,Buccaneers,10,-1,0,NULL,0,NULL,9,-1,0,NULL,1,0,0,NULL,0,NULL,0,NULL
1510,00-0030288,Rex Burkhead,RB,Texans,238,-5,1,0,26,-5,183,0,0,NULL,29,1,0,NULL,0,NULL,0,NULL
9416,00-0037801,KaVontae Turpin,WR,Cowboys,29,0,0,NULL,3,0,22,0,2,0,2,0,0,NULL,0,NULL,0,NULL
501,00-0031122,Andrew Norwell,G,Commanders,1062,27,0,NULL,0,NULL,0,NULL,465,14,597,13,0,NULL,0,NULL,0,NULL
7937,00-0036187,Reggie Gilliam,FB,Bills,130,3,0,NULL,0,NULL,70,2,49,0,11,1,0,NULL,0,NULL,0,NULL
363,00-0027940,Von Miller,LB,Bills,422,16,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,282,12,9,1,134,4
7162,00-0035258,Hjalte Froholdt,G,Browns,546,12,0,NULL,0,NULL,0,NULL,230,5,316,7,0,NULL,0,NULL,0,NULL
322,00-0031544,Amari Cooper,WR,Browns,586,19,1,-2,0,NULL,516,19,59,2,12,0,0,NULL,0,NULL,0,NULL
780,00-0032217,Donovan Smith,T,Buccaneers,845,18,0,NULL,0,NULL,0,NULL,255,8,590,10,0,NULL,0,NULL,0,NULL
8375,00-0036655,Cole Van Lanen,T,Jaguars,15,-1,0,NULL,0,NULL,0,NULL,8,1,7,-1,0,NULL,0,NULL,0,NULL
9182,00-0038045,Isaiah Spiller,RB,Chargers,44,-3,0,NULL,18,-2,16,0,0,NULL,10,-1,0,NULL,0,NULL,0,NULL
7147,00-0035674,Jerry Tillery,DT,Chargers,176,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,102,5,0,NULL,74,-2
8126,00-0035860,Tony Jones Jr.,RB,Saints,32,0,0,NULL,2,0,23,0,0,NULL,7,0,0,NULL,0,NULL,0,NULL
912,00-0029419,Dennis Kelly,T,Colts,226,4,0,NULL,0,NULL,0,NULL,78,3,148,1,0,NULL,0,NULL,0,NULL
7754,00-0036260,Javon Kinlaw,DT,49ers,148,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,84,0,0,NULL,64,1
6681,00-0034623,Andre Chachere,CB,Eagles,10,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,4,0,6,0
8947,00-0037266,Matt Waletzko,T,Cowboys,1,0,0,NULL,0,NULL,0,NULL,1,0,0,NULL,0,NULL,0,NULL,0,NULL
7762,00-0036383,Eno Benjamin,RB,Saints,10,1,0,NULL,4,1,6,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6954,00-0035003,Jackson Barton,T,Raiders,1,0,0,NULL,0,NULL,0,NULL,0,NULL,1,0,0,NULL,0,NULL,0,NULL
9150,00-0037254,Terrel Bernard,LB,Bills,107,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,3,0,56,0,48,1
7744,00-0036246,Jon Runyan Jr.,G,Packers,990,35,0,NULL,0,NULL,0,NULL,423,14,567,21,0,NULL,0,NULL,0,NULL
1002,00-0032053,Brandon Scherff,G,Jaguars,1028,26,0,NULL,0,NULL,0,NULL,394,13,634,13,0,NULL,0,NULL,0,NULL
4700,00-0033463,Carl Lawson,DE,Jets,628,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,409,15,8,0,212,3
3613,00-0033073,Emmanuel Ogbah,DE,Dolphins,315,-1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,211,0,4,0,103,-1
6416,00-0034778,Carlton Davis,CB,Buccaneers,764,33,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,1,475,18,284,14
6895,00-0034993,Marcus Epps,S,Eagles,1048,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,20,0,641,10,395,9
6255,00-0034782,Harrison Phillips,DT,Vikings,662,19,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,354,5,1,0,308,14
7721,00-0036330,Cameron Dantzler Sr.,CB,Vikings,476,6,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,6,0,305,-3,167,8
6376,00-0034429,Jordan Mailata,T,Eagles,959,24,0,NULL,0,NULL,0,NULL,409,17,550,7,0,NULL,0,NULL,0,NULL
6414,00-0034816,Ronald Jones II,RB,Chiefs,32,1,0,NULL,17,1,15,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6816,00-0035249,Josh Oliver,TE,Ravens,454,15,0,NULL,0,NULL,138,3,275,11,41,0,0,NULL,0,NULL,0,NULL
8439,00-0036936,Rondale Moore,WR,Cardinals,279,4,0,NULL,4,-1,250,4,10,1,21,0,0,NULL,0,NULL,0,NULL
7346,00-0035316,Kaden Elliss,LB,Saints,594,22,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,96,5,223,4,278,13
4523,00-0033879,OJ Howard,TE,Texans,284,13,0,NULL,0,NULL,107,5,137,7,41,1,0,NULL,0,NULL,0,NULL
4997,00-0033681,Keelan Cole,WR,Raiders,247,-1,0,NULL,0,NULL,229,-2,9,0,9,0,0,NULL,0,NULL,0,NULL
8365,00-0036906,Khalil Herbert,RB,Bears,257,2,0,NULL,129,2,92,0,2,0,35,0,0,NULL,0,NULL,0,NULL
7068,00-0034318,Henry Mondeaux,DE,Giants,229,-2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,100,-1,1,0,129,-1
7603,00-0036297,Darrynton Evans,RB,Bears,41,1,0,NULL,14,0,24,1,0,NULL,3,0,0,NULL,0,NULL,0,NULL
2739,00-0031566,Trey Flowers,DE,Dolphins,62,2,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,44,0,1,0,18,2
333,00-0027993,Rodney Hudson,C,Cardinals,280,13,0,NULL,0,NULL,0,NULL,95,6,185,7,0,NULL,0,NULL,0,NULL
8019,00-0035961,Krys Barnes,LB,Packers,132,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,3,0,59,2,70,2
7315,00-0035527,Andy Isabella,WR,Cardinals,45,0,0,NULL,0,NULL,39,0,0,NULL,6,0,0,NULL,0,NULL,0,NULL
8417,00-0036554,Nico Collins,WR,Texans,299,14,0,NULL,0,NULL,256,12,19,1,26,1,0,NULL,0,NULL,0,NULL
2799,00-0031596,David Mayo,LB,Commanders,188,11,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,12,1,85,2,94,8
7581,00-0036226,Jacob Eason,QB,Panthers,5,-3,5,-3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8341,00-0036881,Jay Tufele,DT,Bengals,131,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,51,0,1,0,79,3
6320,00-0034511,Mike Love,DE,Bills,19,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,9,0,0,NULL,10,0
8512,00-0036917,Zech McPhearson,CB,Eagles,96,3,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,60,2,36,2
4680,00-0033512,Damontae Kazee,S,Steelers,260,18,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,7,0,182,16,72,2
7624,00-0036163,Justin Herron,T,Raiders,17,1,0,NULL,0,NULL,0,NULL,13,0,4,0,0,NULL,0,NULL,0,NULL
6572,00-0034577,Kyle Allen,QB,Texans,89,-15,83,-15,6,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
7016,00-0035048,Wyatt Ray,DE,Titans,18,1,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,13,0,2,0,4,0
975,00-0027857,Trent Williams,T,49ers,819,26,0,NULL,0,NULL,0,NULL,383,13,436,13,0,NULL,0,NULL,0,NULL
246,00-0031584,Adrian Amos,S,Packers,917,34,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,16,2,494,16,410,17
